id,Calories
750000,27.34423514870912
750001,107.95349458722876
750002,87.51971043822797
750003,125.41659885025956
750004,75.93224759252153
750005,21.751170191717353
750006,48.021848711186294
750007,6.771960139018759
750008,10.034805792788775
750009,204.93257788732356
750010,76.05340171084136
750011,215.35852227054062
750012,70.98414664169337
750013,250.779590594796
750014,86.98327328428903
750015,138.20131271068374
750016,67.14835724856391
750017,161.86343803825807
750018,125.02842565882808
750019,188.87943376194772
750020,85.99563338847113
750021,63.26005403139348
750022,77.97800652957193
750023,5.677971552698747
750024,34.529261064131234
750025,151.59486466571474
750026,75.50142771681988
750027,155.6385625625686
750028,85.08355212463397
750029,16.98771411607972
750030,86.96605051515458
750031,21.52040949349122
750032,32.376390498009414
750033,11.756614004410432
750034,95.96601512929576
750035,105.27831692124451
750036,49.19240970960738
750037,42.801092361750584
750038,154.73294520792527
750039,131.80227241960966
750040,102.47386749136504
750041,38.192607473631774
750042,84.22177812162109
750043,91.00000331946347
750044,187.84007569782034
750045,101.6184712662809
750046,215.97393281074955
750047,16.300067351159797
750048,28.600992828600777
750049,141.35049172133995
750050,205.44305612196015
750051,158.85458189935767
750052,24.54425438963719
750053,43.93214696314793
750054,69.45988453344204
750055,80.1416531709249
750056,119.06065121291662
750057,220.24312585577843
750058,133.6749272821995
750059,174.32758355384271
750060,111.34317932823808
750061,122.10514978483323
750062,116.19969272184927
750063,29.27167460029757
750064,122.75619894285808
750065,9.959035212554252
750066,32.415933920022496
750067,160.71852456126328
750068,7.256103184639095
750069,162.41048317582792
750070,98.11727055794724
750071,186.90000740325596
750072,140.9412437086156
750073,30.819016783615403
750074,147.73371082104592
750075,143.76051525834987
750076,81.59017313043312
750077,7.141907223447321
750078,133.92891204435472
750079,152.91718286403383
750080,67.35162580409738
750081,164.14572900665803
750082,15.057366526608806
750083,85.60983156088383
750084,144.06820852670296
750085,46.00887293112972
750086,9.067757739342793
750087,44.50678706908923
750088,25.88244814776259
750089,91.25432001510345
750090,21.5988256381897
750091,132.23267599944077
750092,54.27293634110172
750093,69.39881345340847
750094,10.931767886598836
750095,15.643329951185546
